"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","view_history","phase","trial_name","trial_num","key_selected","card_selected","reward","question_order","type_of_trial","block_type","block","index_right","index_left","prob_selected","prob_unselected"
"pavlovia","0","3227","0.0-0.0","5c71b17c891e3200012477a2","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","31589","0.0-1.0","5c71b17c891e3200012477a2","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","",""
"html-button-response","2","39954","0.0-2.0","5c71b17c891e3200012477a2","","","","","","8364","You can participate in this experiment only if you answer all the following criteria: <br><br>1.You are aged between 18 and 50<br><br>2.You are not currently diagnosed with any neurlogical or psychiatric condition<br><br>3.You never had a brain injury<br><br>4.You have no form of color vision deficiency<br><br>","0","","","","","","","","","","","","","","",""
"html-button-response","3","45754","0.0-3.0","5c71b17c891e3200012477a2","","","","","","5799","<h2><b>Consent to participate in a research:</b></h2><p><strong>Greetings and thank you for your willingness to participate in this research.</strong> This study aims to examine learning mechanisms. Specifically, it seeks to improve and strengthen the diagnosis and treatment of mental disorders in the future. Hence, your participation is highly valued and contributes significantly.</p><p>For your participation, you will monetary compensation. Additionally, you could win a cash bonus based on your performance (details will be provided later in the form). Finally, at the end of the experiment, we would appreciate discussing the research questions further and sharing the results with you.</p><p><b>Participation Criteria:</b></p><p>The experiment is intended for young adults aged <strong>18 to 50</strong>. You cannot participate if you regularly use psychiatric or neurological medications, have a psychiatric/neurological diagnosis (including attention deficit hyperactivity disorder - ADHD), a history of head injuries, epilepsy, learning disabilities, or color blindness.</p><p><b>Procedure:</b></p><p>The study will be conducted online using your computer at home. During the experiment, we will track your learning patterns through a simple computer game. The game will display images on the screen, and you will make choices during the game to maximize profits according to rules explained during the experiment itself. The experiment is expected to take about half an hour. Upon completion of participation, compensation will be provided as agreed, and we will offer a full debriefing regarding the research goals and hypotheses.</p><p><b>Expected Risks and Termination of the Experiment:</b></p><p>The expected risks and discomforts in this study are minimal and include potential discomfort during the performance of the computer task. You have the right to withdraw from the experiment at any stage. In case of withdrawal, partial compensation will be provided based on the duration of your participation.</p><p><b>Compensation for Participation:</b></p><p>For completing the experiment,&pound6 per hour will be given. In addition a cash prize will be awarded based on performance in the task. Throughout the task, you can collect points (gold coins). At the end of the task, the number of points you accumulated will be calculated. The amount of points depends on your ability to perform the experiment well, similar to scoring in a computer game. </p><p><b>Anonymity and Data Protection:</b></p><p>The information collected during the experiment will be kept solely on the lab computers and will be not be linked personally to you. </p>","0","","","","","","","","","","","","","","",""
"fullscreen","4","49028","0.0-4.0","5c71b17c891e3200012477a2","true","","","","","","","","","","","","","","","","","","","","","",""
"instructions","5","148483","0.0-5.0-0.0-0.0","5c71b17c891e3200012477a2","","","","","","99454","","","[{""page_index"":0,""viewing_time"":1244},{""page_index"":1,""viewing_time"":10464},{""page_index"":2,""viewing_time"":4392},{""page_index"":3,""viewing_time"":3840},{""page_index"":4,""viewing_time"":9210},{""page_index"":5,""viewing_time"":7911},{""page_index"":6,""viewing_time"":5991},{""page_index"":7,""viewing_time"":1912},{""page_index"":8,""viewing_time"":5128},{""page_index"":9,""viewing_time"":11833},{""page_index"":10,""viewing_time"":10310},{""page_index"":11,""viewing_time"":7952},{""page_index"":12,""viewing_time"":19265}]","","","","","","","","","","","","","",""
"html-keyboard-response","6","151733","0.0-5.0-0.0-1.0","5c71b17c891e3200012477a2","","","","","","3249","<div>We will now start a few practice trials. <br> Please be ready with your fingers on <b>'S'</b> and <b>'K'</b>. <br><br> <b> Press any key to begin</b></div>","s","","","","","","","","","","","","","","",""
"html-keyboard-response","7","153636","0.0-5.0-0.0-2.0-0.0","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","8","155075","0.0-5.0-0.0-2.0-1.0","5c71b17c891e3200012477a2","","","","","","1437","<img class='card_left' src='images/old/20.jpg'><img class='card_right' src='images/old/19.jpg'><div class=""fixation"">+</div>","k","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","9","155584","0.0-5.0-0.0-2.0-2.0","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/19.jpg'><div class=""fixation"">+</div>","null","","practice","choice","0","1","2","","","","","","","","",""
"html-keyboard-response","10","156342","0.0-5.0-0.0-2.0-3.0","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/19.jpg'><img class=reward src='images/zero_coins.png'>","null","","practice","reward","0","","","0","","","","","","","",""
"html-keyboard-response","11","157256","0.0-5.0-0.0-2.0-0.1","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","12","157941","0.0-5.0-0.0-2.0-1.1","5c71b17c891e3200012477a2","","","","","","685","<img class='card_left' src='images/old/19.jpg'><img class='card_right' src='images/old/20.jpg'><div class=""fixation"">+</div>","s","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","13","158447","0.0-5.0-0.0-2.0-2.1","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/19.jpg'><div class=""fixation"">+</div>","null","","practice","choice","0","0","2","","","","","","","","",""
"html-keyboard-response","14","159204","0.0-5.0-0.0-2.0-3.1","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/19.jpg'><img class=reward src='images/zero_coins.png'>","null","","practice","reward","0","","","0","","","","","","","",""
"html-keyboard-response","15","160110","0.0-5.0-0.0-2.0-0.2","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","16","161422","0.0-5.0-0.0-2.0-1.2","5c71b17c891e3200012477a2","","","","","","1310","<img class='card_left' src='images/old/17.jpeg'><img class='card_right' src='images/old/18.jpg'><div class=""fixation"">+</div>","s","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","17","161923","0.0-5.0-0.0-2.0-2.2","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/17.jpeg'><div class=""fixation"">+</div>","null","","practice","choice","0","0","0","","","","","","","","",""
"html-keyboard-response","18","162682","0.0-5.0-0.0-2.0-3.2","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/17.jpeg'><img class=reward src='images/zero_coins.png'>","null","","practice","reward","0","","","0","","","","","","","",""
"html-keyboard-response","19","163594","0.0-5.0-0.0-2.0-0.3","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","20","164369","0.0-5.0-0.0-2.0-1.3","5c71b17c891e3200012477a2","","","","","","774","<img class='card_left' src='images/old/18.jpg'><img class='card_right' src='images/old/17.jpeg'><div class=""fixation"">+</div>","k","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","21","164877","0.0-5.0-0.0-2.0-2.3","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/17.jpeg'><div class=""fixation"">+</div>","null","","practice","choice","0","1","0","","","","","","","","",""
"html-keyboard-response","22","165636","0.0-5.0-0.0-2.0-3.3","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/17.jpeg'><img class=reward src='images/zero_coins.png'>","null","","practice","reward","0","","","0","","","","","","","",""
"html-keyboard-response","23","166547","0.0-5.0-0.0-2.0-0.4","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","24","167591","0.0-5.0-0.0-2.0-1.4","5c71b17c891e3200012477a2","","","","","","1043","<img class='card_left' src='images/old/17.jpeg'><img class='card_right' src='images/old/18.jpg'><div class=""fixation"">+</div>","k","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","25","168091","0.0-5.0-0.0-2.0-2.4","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/18.jpg'><div class=""fixation"">+</div>","null","","practice","choice","0","1","1","","","","","","","","",""
"html-keyboard-response","26","168850","0.0-5.0-0.0-2.0-3.4","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/18.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","practice","reward","0","","","1","","","","","","","",""
"html-keyboard-response","27","169764","0.0-5.0-0.0-2.0-0.5","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","28","170569","0.0-5.0-0.0-2.0-1.5","5c71b17c891e3200012477a2","","","","","","804","<img class='card_left' src='images/old/20.jpg'><img class='card_right' src='images/old/19.jpg'><div class=""fixation"">+</div>","s","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","29","171075","0.0-5.0-0.0-2.0-2.5","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/20.jpg'><div class=""fixation"">+</div>","null","","practice","choice","0","0","3","","","","","","","","",""
"html-keyboard-response","30","171832","0.0-5.0-0.0-2.0-3.5","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/20.jpg'><img class=reward src='images/zero_coins.png'>","null","","practice","reward","0","","","0","","","","","","","",""
"html-keyboard-response","31","172742","0.0-5.0-0.0-2.0-0.6","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","32","173183","0.0-5.0-0.0-2.0-1.6","5c71b17c891e3200012477a2","","","","","","440","<img class='card_left' src='images/old/18.jpg'><img class='card_right' src='images/old/17.jpeg'><div class=""fixation"">+</div>","s","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","33","173693","0.0-5.0-0.0-2.0-2.6","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/18.jpg'><div class=""fixation"">+</div>","null","","practice","choice","0","0","1","","","","","","","","",""
"html-keyboard-response","34","174449","0.0-5.0-0.0-2.0-3.6","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/18.jpg'><img class=reward src='images/zero_coins.png'>","null","","practice","reward","0","","","0","","","","","","","",""
"html-keyboard-response","35","175364","0.0-5.0-0.0-2.0-0.7","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","36","176147","0.0-5.0-0.0-2.0-1.7","5c71b17c891e3200012477a2","","","","","","781","<img class='card_left' src='images/old/17.jpeg'><img class='card_right' src='images/old/18.jpg'><div class=""fixation"">+</div>","k","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","37","176663","0.0-5.0-0.0-2.0-2.7","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/18.jpg'><div class=""fixation"">+</div>","null","","practice","choice","0","1","1","","","","","","","","",""
"html-keyboard-response","38","177419","0.0-5.0-0.0-2.0-3.7","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/18.jpg'><img class=reward src='images/zero_coins.png'>","null","","practice","reward","0","","","0","","","","","","","",""
"instructions","39","207418","0.0-5.0-0.0-3.0","5c71b17c891e3200012477a2","","","","","","29998","","","[{""page_index"":0,""viewing_time"":12037},{""page_index"":1,""viewing_time"":8176},{""page_index"":2,""viewing_time"":5489},{""page_index"":3,""viewing_time"":4296}]","","","","","","","","","","","","","",""
"html-keyboard-response","40","208441","0.0-5.0-0.0-4.0","5c71b17c891e3200012477a2","","","","","","1023","<div>We will now start a few practice trials with both the cards and the shapes. <br> Please be ready with your fingers on <b>'S'</b> and <b>'K'</b>. <br><br> <b> Press any key to begin</b></div>","s","","","","","","","","","","","","","","",""
"html-keyboard-response","41","210349","0.0-5.0-0.0-5.0-0.0","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","42","210964","0.0-5.0-0.0-5.0-1.0","5c71b17c891e3200012477a2","","","","","","614","<img class='card_left' src='images/old/17.jpeg'><img class='card_right' src='images/old/18.jpg'><div class=""fixation"">+</div>","k","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","43","211471","0.0-5.0-0.0-5.0-2.0","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/18.jpg'><div class=""fixation"">+</div>","null","","practice","choice","0","1","1","","","","","","","","",""
"html-keyboard-response","44","212227","0.0-5.0-0.0-5.0-3.0","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/18.jpg'><img class=reward src='images/zero_coins.png'>","null","","practice","reward","0","","","0","","","","","","","",""
"html-keyboard-response","45","213141","0.0-5.0-0.0-5.0-0.1","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","46","214348","0.0-5.0-0.0-5.0-1.1","5c71b17c891e3200012477a2","","","","","","1206","<img class='card_left' src='images/practice_catch_trials/2.png'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/practice_catch_trials/3.png'>","k","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","47","214855","0.0-5.0-0.0-5.0-2.1","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/practice_catch_trials/3.png'><img class=surprise src='images/surprise.jpg'>","null","","practice","choice","0","1","-1","","","","","","","","",""
"html-keyboard-response","48","215612","0.0-5.0-0.0-5.0-3.1","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/practice_catch_trials/3.png'><img class=surprise src='images/surprise.jpg'>","null","","practice","reward","0","","","0","","","","","","","",""
"html-keyboard-response","49","216523","0.0-5.0-0.0-5.0-0.2","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","50","217308","0.0-5.0-0.0-5.0-1.2","5c71b17c891e3200012477a2","","","","","","784","<img class='card_left' src='images/old/19.jpg'><img class='card_right' src='images/old/20.jpg'><div class=""fixation"">+</div>","k","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","51","217811","0.0-5.0-0.0-5.0-2.2","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/20.jpg'><div class=""fixation"">+</div>","null","","practice","choice","0","1","3","","","","","","","","",""
"html-keyboard-response","52","218566","0.0-5.0-0.0-5.0-3.2","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/20.jpg'><img class=reward src='images/zero_coins.png'>","null","","practice","reward","0","","","0","","","","","","","",""
"html-keyboard-response","53","219473","0.0-5.0-0.0-5.0-0.3","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","54","220028","0.0-5.0-0.0-5.0-1.3","5c71b17c891e3200012477a2","","","","","","553","<img class='card_left' src='images/old/19.jpg'><img class='card_right' src='images/old/20.jpg'><div class=""fixation"">+</div>","k","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","55","220543","0.0-5.0-0.0-5.0-2.3","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/20.jpg'><div class=""fixation"">+</div>","null","","practice","choice","0","1","3","","","","","","","","",""
"html-keyboard-response","56","221300","0.0-5.0-0.0-5.0-3.3","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/20.jpg'><img class=reward src='images/zero_coins.png'>","null","","practice","reward","0","","","0","","","","","","","",""
"html-keyboard-response","57","222209","0.0-5.0-0.0-5.0-0.4","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","58","223065","0.0-5.0-0.0-5.0-1.4","5c71b17c891e3200012477a2","","","","","","854","<img class='card_left' src='images/practice_catch_trials/4.png'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/practice_catch_trials/1.png'>","s","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","59","223581","0.0-5.0-0.0-5.0-2.4","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/practice_catch_trials/4.png'><img class=surprise src='images/surprise.jpg'>","null","","practice","choice","0","0","-1","","","","","","","","",""
"html-keyboard-response","60","224332","0.0-5.0-0.0-5.0-3.4","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/practice_catch_trials/4.png'><img class=surprise src='images/surprise.jpg'>","null","","practice","reward","0","","","1","","","","","","","",""
"html-keyboard-response","61","225240","0.0-5.0-0.0-5.0-0.5","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","62","226602","0.0-5.0-0.0-5.0-1.5","5c71b17c891e3200012477a2","","","","","","1360","<img class='card_left' src='images/old/18.jpg'><img class='card_right' src='images/old/17.jpeg'><div class=""fixation"">+</div>","s","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","63","227112","0.0-5.0-0.0-5.0-2.5","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/18.jpg'><div class=""fixation"">+</div>","null","","practice","choice","0","0","1","","","","","","","","",""
"html-keyboard-response","64","227865","0.0-5.0-0.0-5.0-3.5","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/18.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","practice","reward","0","","","1","","","","","","","",""
"html-keyboard-response","65","228777","0.0-5.0-0.0-5.0-0.6","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","66","229783","0.0-5.0-0.0-5.0-1.6","5c71b17c891e3200012477a2","","","","","","1005","<img class='card_left' src='undefined'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='undefined'>","k","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","67","230289","0.0-5.0-0.0-5.0-2.6","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='undefined'><div class=""fixation"">+</div>","null","","practice","choice","0","1","-1","","","","","","","","",""
"html-keyboard-response","68","231047","0.0-5.0-0.0-5.0-3.6","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='undefined'><img class=reward src='images/zero_coins.png'>","null","","practice","reward","0","","","0","","","","","","","",""
"html-keyboard-response","69","231962","0.0-5.0-0.0-5.0-0.7","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","70","232798","0.0-5.0-0.0-5.0-1.7","5c71b17c891e3200012477a2","","","","","","834","<img class='card_left' src='undefined'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='undefined'>","s","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","71","233306","0.0-5.0-0.0-5.0-2.7","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='undefined'><div class=""fixation"">+</div>","null","","practice","choice","0","0","-1","","","","","","","","",""
"html-keyboard-response","72","234063","0.0-5.0-0.0-5.0-3.7","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='undefined'><img class=reward src='images/zero_coins.png'>","null","","practice","reward","0","","","0","","","","","","","",""
"html-keyboard-response","73","237041","0.0-5.0-0.0-6.0","5c71b17c891e3200012477a2","","","","","","2977","<p> <br><br> You will now move on to a quick quiz to make sure you understood the instructions. If you make a mistake, you will need to go through the instructions again. <br><br> <b> Press any key to continue</b></p>","k","","","","","","","","","","","","","","",""
"survey-multi-choice","74","309723","0.0-5.0-0.0-7.0","5c71b17c891e3200012477a2","","","","","","72676","","{""deck_size"":""4"",""cards_step"":""2"",""choose_card"":""Press the 'S' or 'K' key with your LEFT or RIGHT hand."",""better_cards"":""True"",""value_change"":""False"",""value_independence"":""False"",""location_value"":""False - you won't win more or less using RIGHT or LEFT response keys. Only the cards are related to your chance of winning."",""reward_announce"":""At the end of the game"",""shapes_repeated"":""False""}","","","","","","","","[0,1,2,3,4,5,6,7,8]","","","","","","",""
"html-button-response","75","312610","0.0-5.0-0.0-8.0-0.0","5c71b17c891e3200012477a2","","","","","","2886","<p>Sorry. You made a mistake.<br>Let's go back to the instructions. Please read them carefully before submitting your answers. <br>Thank you!","0","","","","","","","","","","","","","","",""
"instructions","76","376961","0.0-5.0-0.1-0.1","5c71b17c891e3200012477a2","","","","","","64351","","","[{""page_index"":0,""viewing_time"":919},{""page_index"":1,""viewing_time"":1376},{""page_index"":2,""viewing_time"":712},{""page_index"":3,""viewing_time"":712},{""page_index"":4,""viewing_time"":6840},{""page_index"":5,""viewing_time"":2624},{""page_index"":6,""viewing_time"":5728},{""page_index"":7,""viewing_time"":2655},{""page_index"":8,""viewing_time"":8320},{""page_index"":9,""viewing_time"":6632},{""page_index"":10,""viewing_time"":13368},{""page_index"":11,""viewing_time"":4312},{""page_index"":12,""viewing_time"":10152}]","","","","","","","","","","","","","",""
"html-keyboard-response","77","379071","0.0-5.0-0.1-1.1","5c71b17c891e3200012477a2","","","","","","2110","<div>We will now start a few practice trials. <br> Please be ready with your fingers on <b>'S'</b> and <b>'K'</b>. <br><br> <b> Press any key to begin</b></div>","s","","","","","","","","","","","","","","",""
"html-keyboard-response","78","380987","0.0-5.0-0.1-2.1-0.8","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","79","381498","0.0-5.0-0.1-2.1-1.8","5c71b17c891e3200012477a2","","","","","","510","<img class='card_left' src='images/old/18.jpg'><img class='card_right' src='images/old/17.jpeg'><div class=""fixation"">+</div>","s","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","80","382009","0.0-5.0-0.1-2.1-2.8","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/18.jpg'><div class=""fixation"">+</div>","null","","practice","choice","0","0","1","","","","","","","","",""
"html-keyboard-response","81","382767","0.0-5.0-0.1-2.1-3.8","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/18.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","practice","reward","0","","","1","","","","","","","",""
"html-keyboard-response","82","383676","0.0-5.0-0.1-2.1-0.9","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","83","384169","0.0-5.0-0.1-2.1-1.9","5c71b17c891e3200012477a2","","","","","","492","<img class='card_left' src='images/old/19.jpg'><img class='card_right' src='images/old/20.jpg'><div class=""fixation"">+</div>","s","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","84","384683","0.0-5.0-0.1-2.1-2.9","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/19.jpg'><div class=""fixation"">+</div>","null","","practice","choice","0","0","2","","","","","","","","",""
"html-keyboard-response","85","385439","0.0-5.0-0.1-2.1-3.9","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/19.jpg'><img class=reward src='images/zero_coins.png'>","null","","practice","reward","0","","","0","","","","","","","",""
"html-keyboard-response","86","386349","0.0-5.0-0.1-2.1-0.10","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","87","386782","0.0-5.0-0.1-2.1-1.10","5c71b17c891e3200012477a2","","","","","","432","<img class='card_left' src='images/old/19.jpg'><img class='card_right' src='images/old/20.jpg'><div class=""fixation"">+</div>","s","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","88","387291","0.0-5.0-0.1-2.1-2.10","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/19.jpg'><div class=""fixation"">+</div>","null","","practice","choice","0","0","2","","","","","","","","",""
"html-keyboard-response","89","388051","0.0-5.0-0.1-2.1-3.10","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/19.jpg'><img class=reward src='images/zero_coins.png'>","null","","practice","reward","0","","","0","","","","","","","",""
"html-keyboard-response","90","388962","0.0-5.0-0.1-2.1-0.11","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","91","389387","0.0-5.0-0.1-2.1-1.11","5c71b17c891e3200012477a2","","","","","","425","<img class='card_left' src='images/old/17.jpeg'><img class='card_right' src='images/old/18.jpg'><div class=""fixation"">+</div>","k","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","92","389889","0.0-5.0-0.1-2.1-2.11","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/18.jpg'><div class=""fixation"">+</div>","null","","practice","choice","0","1","1","","","","","","","","",""
"html-keyboard-response","93","390648","0.0-5.0-0.1-2.1-3.11","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/18.jpg'><img class=reward src='images/zero_coins.png'>","null","","practice","reward","0","","","0","","","","","","","",""
"html-keyboard-response","94","391557","0.0-5.0-0.1-2.1-0.12","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","95","392163","0.0-5.0-0.1-2.1-1.12","5c71b17c891e3200012477a2","","","","","","605","<img class='card_left' src='images/old/20.jpg'><img class='card_right' src='images/old/19.jpg'><div class=""fixation"">+</div>","k","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","96","392672","0.0-5.0-0.1-2.1-2.12","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/19.jpg'><div class=""fixation"">+</div>","null","","practice","choice","0","1","2","","","","","","","","",""
"html-keyboard-response","97","393431","0.0-5.0-0.1-2.1-3.12","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/19.jpg'><img class=reward src='images/zero_coins.png'>","null","","practice","reward","0","","","0","","","","","","","",""
"html-keyboard-response","98","394341","0.0-5.0-0.1-2.1-0.13","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","99","394859","0.0-5.0-0.1-2.1-1.13","5c71b17c891e3200012477a2","","","","","","516","<img class='card_left' src='images/old/17.jpeg'><img class='card_right' src='images/old/18.jpg'><div class=""fixation"">+</div>","k","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","100","395360","0.0-5.0-0.1-2.1-2.13","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/18.jpg'><div class=""fixation"">+</div>","null","","practice","choice","0","1","1","","","","","","","","",""
"html-keyboard-response","101","396118","0.0-5.0-0.1-2.1-3.13","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/18.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","practice","reward","0","","","1","","","","","","","",""
"html-keyboard-response","102","397028","0.0-5.0-0.1-2.1-0.14","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","103","398340","0.0-5.0-0.1-2.1-1.14","5c71b17c891e3200012477a2","","","","","","1311","<img class='card_left' src='images/old/20.jpg'><img class='card_right' src='images/old/19.jpg'><div class=""fixation"">+</div>","k","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","104","398851","0.0-5.0-0.1-2.1-2.14","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/19.jpg'><div class=""fixation"">+</div>","null","","practice","choice","0","1","2","","","","","","","","",""
"html-keyboard-response","105","399610","0.0-5.0-0.1-2.1-3.14","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/19.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","practice","reward","0","","","1","","","","","","","",""
"html-keyboard-response","106","400523","0.0-5.0-0.1-2.1-0.15","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
