"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","view_history","phase","trial_name","trial_num","key_selected","card_selected","reward","question_order","type_of_trial","block_type","block","index_right","index_left","prob_selected","prob_unselected"
"html-keyboard-response","208","551525","0.0-5.0-2.0-1.0-0.15","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","209","552105","0.0-5.0-2.0-1.0-1.15","5c71b17c891e3200012477a2","","","","","","580","<img class='card_left' src='images/old/8.jpeg'><img class='card_right' src='images/old/7.jpg'><div class=""fixation"">+</div>","k","","exp","cards","15","","","","","1","1","","","","",""
"html-keyboard-response","210","552608","0.0-5.0-2.0-1.0-2.15","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/7.jpg'><div class=""fixation"">+</div>","null","","exp","choice","15","1","2","","","1","1","","2","3","",""
"html-keyboard-response","211","553364","0.0-5.0-2.0-1.0-3.15","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/7.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","15","1","2","0","","1","1","0","2","3","0.65","0.75"
"html-keyboard-response","212","554277","0.0-5.0-2.0-1.0-0.16","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","213","554903","0.0-5.0-2.0-1.0-1.16","5c71b17c891e3200012477a2","","","","","","625","<img class='card_left' src='images/catch_trial/11.jpg'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/62.jpg'>","s","","exp","cards","16","","","","","2","1","","","","",""
"html-keyboard-response","214","555405","0.0-5.0-2.0-1.0-2.16","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/catch_trial/11.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","16","0","4","","","2","1","","5","4","",""
"html-keyboard-response","215","556170","0.0-5.0-2.0-1.0-3.16","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/catch_trial/11.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","16","0","4","1","","2","1","0","5","4","0.5","0.5"
"html-keyboard-response","216","557075","0.0-5.0-2.0-1.0-0.17","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","217","557619","0.0-5.0-2.0-1.0-1.17","5c71b17c891e3200012477a2","","","","","","542","<img class='card_left' src='images/old/7.jpg'><img class='card_right' src='images/old/8.jpeg'><div class=""fixation"">+</div>","s","","exp","cards","17","","","","","1","1","","","","",""
"html-keyboard-response","218","558122","0.0-5.0-2.0-1.0-2.17","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/7.jpg'><div class=""fixation"">+</div>","null","","exp","choice","17","0","2","","","1","1","","3","2","",""
"html-keyboard-response","219","558875","0.0-5.0-2.0-1.0-3.17","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/7.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","17","0","2","0","","1","1","0","3","2","0.65","0.75"
"html-keyboard-response","220","559783","0.0-5.0-2.0-1.0-0.18","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","221","560447","0.0-5.0-2.0-1.0-1.18","5c71b17c891e3200012477a2","","","","","","662","<img class='card_left' src='images/catch_trial/20.jpg'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/30.jpg'>","k","","exp","cards","18","","","","","2","1","","","","",""
"html-keyboard-response","222","560961","0.0-5.0-2.0-1.0-2.18","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/30.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","18","1","7","","","2","1","","7","6","",""
"html-keyboard-response","223","561712","0.0-5.0-2.0-1.0-3.18","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/30.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","18","1","7","0","","2","1","0","7","6","0.5","0.5"
"html-keyboard-response","224","562617","0.0-5.0-2.0-1.0-0.19","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","225","563031","0.0-5.0-2.0-1.0-1.19","5c71b17c891e3200012477a2","","","","","","412","<img class='card_left' src='images/old/6.jpg'><img class='card_right' src='images/old/5.jpg'><div class=""fixation"">+</div>","s","","exp","cards","19","","","","","0","1","","","","",""
"html-keyboard-response","226","563543","0.0-5.0-2.0-1.0-2.19","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/6.jpg'><div class=""fixation"">+</div>","null","","exp","choice","19","0","1","","","0","1","","0","1","",""
"html-keyboard-response","227","564301","0.0-5.0-2.0-1.0-3.19","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/6.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","19","0","1","0","","0","1","0","0","1","0.75","0.65"
"html-keyboard-response","228","565209","0.0-5.0-2.0-1.0-0.20","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","229","565578","0.0-5.0-2.0-1.0-1.20","5c71b17c891e3200012477a2","","","","","","368","<img class='card_left' src='images/old/5.jpg'><img class='card_right' src='images/old/6.jpg'><div class=""fixation"">+</div>","k","","exp","cards","20","","","","","0","1","","","","",""
"html-keyboard-response","230","566088","0.0-5.0-2.0-1.0-2.20","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/6.jpg'><div class=""fixation"">+</div>","null","","exp","choice","20","1","1","","","0","1","","1","0","",""
"html-keyboard-response","231","566846","0.0-5.0-2.0-1.0-3.20","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/6.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","20","1","1","1","","0","1","0","1","0","0.75","0.65"
"html-keyboard-response","232","567755","0.0-5.0-2.0-1.0-0.21","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","233","568349","0.0-5.0-2.0-1.0-1.21","5c71b17c891e3200012477a2","","","","","","593","<img class='card_left' src='images/catch_trial/56.jpg'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/60.jpg'>","k","","exp","cards","21","","","","","2","1","","","","",""
"html-keyboard-response","234","568853","0.0-5.0-2.0-1.0-2.21","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/60.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","21","1","9","","","2","1","","9","8","",""
"html-keyboard-response","235","569607","0.0-5.0-2.0-1.0-3.21","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/60.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","21","1","9","0","","2","1","0","9","8","0.5","0.5"
"html-keyboard-response","236","570521","0.0-5.0-2.0-1.0-0.22","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","237","570962","0.0-5.0-2.0-1.0-1.22","5c71b17c891e3200012477a2","","","","","","440","<img class='card_left' src='images/old/5.jpg'><img class='card_right' src='images/old/6.jpg'><div class=""fixation"">+</div>","k","","exp","cards","22","","","","","0","1","","","","",""
"html-keyboard-response","238","571465","0.0-5.0-2.0-1.0-2.22","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/6.jpg'><div class=""fixation"">+</div>","null","","exp","choice","22","1","1","","","0","1","","1","0","",""
"html-keyboard-response","239","572223","0.0-5.0-2.0-1.0-3.22","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/6.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","22","1","1","1","","0","1","0","1","0","0.75","0.65"
"html-keyboard-response","240","573137","0.0-5.0-2.0-1.0-0.23","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","241","573703","0.0-5.0-2.0-1.0-1.23","5c71b17c891e3200012477a2","","","","","","564","<img class='card_left' src='images/catch_trial/42.jpg'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/59.jpg'>","k","","exp","cards","23","","","","","2","1","","","","",""
"html-keyboard-response","242","574208","0.0-5.0-2.0-1.0-2.23","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/59.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","23","1","11","","","2","1","","11","10","",""
"html-keyboard-response","243","574966","0.0-5.0-2.0-1.0-3.23","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/59.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","23","1","11","0","","2","1","0","11","10","0.5","0.5"
"html-keyboard-response","244","575880","0.0-5.0-2.0-1.0-0.24","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","245","576322","0.0-5.0-2.0-1.0-1.24","5c71b17c891e3200012477a2","","","","","","440","<img class='card_left' src='images/old/7.jpg'><img class='card_right' src='images/old/8.jpeg'><div class=""fixation"">+</div>","s","","exp","cards","24","","","","","1","1","","","","",""
"html-keyboard-response","246","576838","0.0-5.0-2.0-1.0-2.24","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/7.jpg'><div class=""fixation"">+</div>","null","","exp","choice","24","0","2","","","1","1","","3","2","",""
"html-keyboard-response","247","577595","0.0-5.0-2.0-1.0-3.24","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/7.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","24","0","2","1","","1","1","0","3","2","0.65","0.75"
"html-keyboard-response","248","578507","0.0-5.0-2.0-1.0-0.25","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","249","579071","0.0-5.0-2.0-1.0-1.25","5c71b17c891e3200012477a2","","","","","","563","<img class='card_left' src='images/catch_trial/13.jpg'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/41.jpg'>","s","","exp","cards","25","","","","","2","1","","","","",""
"html-keyboard-response","250","579575","0.0-5.0-2.0-1.0-2.25","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/catch_trial/13.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","25","0","12","","","2","1","","13","12","",""
"html-keyboard-response","251","580332","0.0-5.0-2.0-1.0-3.25","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/catch_trial/13.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","25","0","12","1","","2","1","0","13","12","0.5","0.5"
"html-keyboard-response","252","581244","0.0-5.0-2.0-1.0-0.26","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","253","581663","0.0-5.0-2.0-1.0-1.26","5c71b17c891e3200012477a2","","","","","","417","<img class='card_left' src='images/old/5.jpg'><img class='card_right' src='images/old/6.jpg'><div class=""fixation"">+</div>","k","","exp","cards","26","","","","","0","1","","","","",""
"html-keyboard-response","254","582174","0.0-5.0-2.0-1.0-2.26","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/6.jpg'><div class=""fixation"">+</div>","null","","exp","choice","26","1","1","","","0","1","","1","0","",""
"html-keyboard-response","255","582934","0.0-5.0-2.0-1.0-3.26","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/6.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","26","1","1","1","","0","1","0","1","0","0.75","0.65"
"html-keyboard-response","256","583846","0.0-5.0-2.0-1.0-0.27","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","257","584422","0.0-5.0-2.0-1.0-1.27","5c71b17c891e3200012477a2","","","","","","575","<img class='card_left' src='images/catch_trial/18.jpg'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/21.jpg'>","s","","exp","cards","27","","","","","2","1","","","","",""
"html-keyboard-response","258","584926","0.0-5.0-2.0-1.0-2.27","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/catch_trial/18.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","27","0","14","","","2","1","","15","14","",""
"html-keyboard-response","259","585678","0.0-5.0-2.0-1.0-3.27","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/catch_trial/18.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","27","0","14","1","","2","1","0","15","14","0.5","0.5"
"html-keyboard-response","260","586594","0.0-5.0-2.0-1.0-0.28","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","261","587077","0.0-5.0-2.0-1.0-1.28","5c71b17c891e3200012477a2","","","","","","482","<img class='card_left' src='images/old/7.jpg'><img class='card_right' src='images/old/8.jpeg'><div class=""fixation"">+</div>","s","","exp","cards","28","","","","","1","1","","","","",""
"html-keyboard-response","262","587578","0.0-5.0-2.0-1.0-2.28","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/7.jpg'><div class=""fixation"">+</div>","null","","exp","choice","28","0","2","","","1","1","","3","2","",""
"html-keyboard-response","263","588339","0.0-5.0-2.0-1.0-3.28","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/7.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","28","0","2","1","","1","1","0","3","2","0.65","0.75"
"html-keyboard-response","264","589252","0.0-5.0-2.0-1.0-0.29","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","265","589740","0.0-5.0-2.0-1.0-1.29","5c71b17c891e3200012477a2","","","","","","487","<img class='card_left' src='images/catch_trial/43.jpg'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/39.jpg'>","s","","exp","cards","29","","","","","2","1","","","","",""
"html-keyboard-response","266","590241","0.0-5.0-2.0-1.0-2.29","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/catch_trial/43.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","29","0","16","","","2","1","","17","16","",""
"html-keyboard-response","267","590997","0.0-5.0-2.0-1.0-3.29","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/catch_trial/43.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","29","0","16","0","","2","1","0","17","16","0.5","0.5"
"html-keyboard-response","268","591906","0.0-5.0-2.0-1.0-0.30","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","269","592424","0.0-5.0-2.0-1.0-1.30","5c71b17c891e3200012477a2","","","","","","517","<img class='card_left' src='images/old/7.jpg'><img class='card_right' src='images/old/8.jpeg'><div class=""fixation"">+</div>","s","","exp","cards","30","","","","","1","1","","","","",""
"html-keyboard-response","270","592938","0.0-5.0-2.0-1.0-2.30","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/7.jpg'><div class=""fixation"">+</div>","null","","exp","choice","30","0","2","","","1","1","","3","2","",""
"html-keyboard-response","271","593695","0.0-5.0-2.0-1.0-3.30","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/7.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","30","0","2","1","","1","1","0","3","2","0.65","0.75"
"html-keyboard-response","272","594601","0.0-5.0-2.0-1.0-0.31","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","273","595099","0.0-5.0-2.0-1.0-1.31","5c71b17c891e3200012477a2","","","","","","496","<img class='card_left' src='images/catch_trial/45.jpg'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/53.jpg'>","k","","exp","cards","31","","","","","2","1","","","","",""
"html-keyboard-response","274","595605","0.0-5.0-2.0-1.0-2.31","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/53.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","31","1","19","","","2","1","","19","18","",""
"html-keyboard-response","275","596360","0.0-5.0-2.0-1.0-3.31","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/53.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","31","1","19","1","","2","1","0","19","18","0.5","0.5"
"html-keyboard-response","276","597272","0.0-5.0-2.0-1.0-0.32","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","277","597675","0.0-5.0-2.0-1.0-1.32","5c71b17c891e3200012477a2","","","","","","402","<img class='card_left' src='images/old/6.jpg'><img class='card_right' src='images/old/5.jpg'><div class=""fixation"">+</div>","s","","exp","cards","32","","","","","0","1","","","","",""
"html-keyboard-response","278","598181","0.0-5.0-2.0-1.0-2.32","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/6.jpg'><div class=""fixation"">+</div>","null","","exp","choice","32","0","1","","","0","1","","0","1","",""
"html-keyboard-response","279","598941","0.0-5.0-2.0-1.0-3.32","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/6.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","32","0","1","1","","0","1","0","0","1","0.75","0.65"
"html-keyboard-response","280","599853","0.0-5.0-2.0-1.0-0.33","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","281","600304","0.0-5.0-2.0-1.0-1.33","5c71b17c891e3200012477a2","","","","","","450","<img class='card_left' src='images/old/5.jpg'><img class='card_right' src='images/old/6.jpg'><div class=""fixation"">+</div>","k","","exp","cards","33","","","","","0","1","","","","",""
"html-keyboard-response","282","600810","0.0-5.0-2.0-1.0-2.33","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/6.jpg'><div class=""fixation"">+</div>","null","","exp","choice","33","1","1","","","0","1","","1","0","",""
"html-keyboard-response","283","601566","0.0-5.0-2.0-1.0-3.33","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/6.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","33","1","1","0","","0","1","0","1","0","0.75","0.65"
"html-keyboard-response","284","602477","0.0-5.0-2.0-1.0-0.34","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","285","602931","0.0-5.0-2.0-1.0-1.34","5c71b17c891e3200012477a2","","","","","","453","<img class='card_left' src='images/catch_trial/1.jpg'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/14.jpg'>","s","","exp","cards","34","","","","","2","1","","","","",""
"html-keyboard-response","286","603434","0.0-5.0-2.0-1.0-2.34","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/catch_trial/1.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","34","0","20","","","2","1","","21","20","",""
"html-keyboard-response","287","604192","0.0-5.0-2.0-1.0-3.34","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/catch_trial/1.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","34","0","20","1","","2","1","0","21","20","0.5","0.5"
"html-keyboard-response","288","605105","0.0-5.0-2.0-1.0-0.35","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","289","605678","0.0-5.0-2.0-1.0-1.35","5c71b17c891e3200012477a2","","","","","","572","<img class='card_left' src='images/old/7.jpg'><img class='card_right' src='images/old/8.jpeg'><div class=""fixation"">+</div>","s","","exp","cards","35","","","","","1","1","","","","",""
"html-keyboard-response","290","606192","0.0-5.0-2.0-1.0-2.35","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/7.jpg'><div class=""fixation"">+</div>","null","","exp","choice","35","0","2","","","1","1","","3","2","",""
"html-keyboard-response","291","606949","0.0-5.0-2.0-1.0-3.35","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/7.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","35","0","2","0","","1","1","0","3","2","0.65","0.75"
"html-keyboard-response","292","607861","0.0-5.0-2.0-1.0-0.36","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","293","608320","0.0-5.0-2.0-1.0-1.36","5c71b17c891e3200012477a2","","","","","","458","<img class='card_left' src='images/old/6.jpg'><img class='card_right' src='images/old/5.jpg'><div class=""fixation"">+</div>","s","","exp","cards","36","","","","","0","1","","","","",""
"html-keyboard-response","294","608821","0.0-5.0-2.0-1.0-2.36","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/6.jpg'><div class=""fixation"">+</div>","null","","exp","choice","36","0","1","","","0","1","","0","1","",""
"html-keyboard-response","295","609580","0.0-5.0-2.0-1.0-3.36","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/6.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","36","0","1","1","","0","1","0","0","1","0.75","0.65"
"html-keyboard-response","296","610493","0.0-5.0-2.0-1.0-0.37","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","297","611236","0.0-5.0-2.0-1.0-1.37","5c71b17c891e3200012477a2","","","","","","742","<img class='card_left' src='images/catch_trial/23.jpg'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/25.jpg'>","k","","exp","cards","37","","","","","2","1","","","","",""
"html-keyboard-response","298","611747","0.0-5.0-2.0-1.0-2.37","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/25.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","37","1","23","","","2","1","","23","22","",""
"html-keyboard-response","299","612506","0.0-5.0-2.0-1.0-3.37","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/25.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","37","1","23","0","","2","1","0","23","22","0.5","0.5"
"html-keyboard-response","300","613420","0.0-5.0-2.0-1.0-0.38","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","301","613894","0.0-5.0-2.0-1.0-1.38","5c71b17c891e3200012477a2","","","","","","472","<img class='card_left' src='images/old/8.jpeg'><img class='card_right' src='images/old/7.jpg'><div class=""fixation"">+</div>","s","","exp","cards","38","","","","","1","1","","","","",""
"html-keyboard-response","302","614398","0.0-5.0-2.0-1.0-2.38","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/8.jpeg'><div class=""fixation"">+</div>","null","","exp","choice","38","0","3","","","1","1","","2","3","",""
"html-keyboard-response","303","615153","0.0-5.0-2.0-1.0-3.38","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/8.jpeg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","38","0","3","0","","1","1","0","2","3","0.75","0.65"
"html-keyboard-response","304","616064","0.0-5.0-2.0-1.0-0.39","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","305","616720","0.0-5.0-2.0-1.0-1.39","5c71b17c891e3200012477a2","","","","","","654","<img class='card_left' src='images/catch_trial/58.jpg'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/3.jpg'>","k","","exp","cards","39","","","","","2","1","","","","",""
"html-keyboard-response","306","617226","0.0-5.0-2.0-1.0-2.39","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/3.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","39","1","25","","","2","1","","25","24","",""
"html-keyboard-response","307","617977","0.0-5.0-2.0-1.0-3.39","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/3.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","39","1","25","0","","2","1","0","25","24","0.5","0.5"
"html-keyboard-response","308","618892","0.0-5.0-2.0-1.0-0.40","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","309","619445","0.0-5.0-2.0-1.0-1.40","5c71b17c891e3200012477a2","","","","","","551","<img class='card_left' src='images/old/7.jpg'><img class='card_right' src='images/old/8.jpeg'><div class=""fixation"">+</div>","s","","exp","cards","40","","","","","1","1","","","","",""
"html-keyboard-response","310","619959","0.0-5.0-2.0-1.0-2.40","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/7.jpg'><div class=""fixation"">+</div>","null","","exp","choice","40","0","2","","","1","1","","3","2","",""
"html-keyboard-response","311","620715","0.0-5.0-2.0-1.0-3.40","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/7.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","40","0","2","1","","1","1","0","3","2","0.65","0.75"
"html-keyboard-response","312","621620","0.0-5.0-2.0-1.0-0.41","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","313","621988","0.0-5.0-2.0-1.0-1.41","5c71b17c891e3200012477a2","","","","","","367","<img class='card_left' src='images/old/7.jpg'><img class='card_right' src='images/old/8.jpeg'><div class=""fixation"">+</div>","s","","exp","cards","41","","","","","1","1","","","","",""
"html-keyboard-response","314","622497","0.0-5.0-2.0-1.0-2.41","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/7.jpg'><div class=""fixation"">+</div>","null","","exp","choice","41","0","2","","","1","1","","3","2","",""
"html-keyboard-response","315","623251","0.0-5.0-2.0-1.0-3.41","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/7.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","41","0","2","0","","1","1","0","3","2","0.65","0.75"
"html-keyboard-response","316","624166","0.0-5.0-2.0-1.0-0.42","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","317","624700","0.0-5.0-2.0-1.0-1.42","5c71b17c891e3200012477a2","","","","","","532","<img class='card_left' src='images/catch_trial/33.jpg'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/52.jpg'>","k","","exp","cards","42","","","","","2","1","","","","",""
"html-keyboard-response","318","625205","0.0-5.0-2.0-1.0-2.42","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/52.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","42","1","27","","","2","1","","27","26","",""
